Year, Month, Date,Spot,BOD,COD,TN,TP,TOC,NH3N,NO3N,PO4P,SS,pH,DO,EC,Chla,WT,WL,WS,RF,TI,TD
2014,12,2014.12.15,ав╩Й,2.3,4.5,4.01,0.08,4,0.987,2.42,0.065,7.8,7.2,11.3,324,23.4,5.4,3.51,25.75,0.31,7.82,32.71
2014,12,2014.12.23,ав╩Й,2.1,4.5,4.903,0.091,3.7,1.343,2.92,0.045,7.3,7.4,12.7,393,19.4,4.6,3.58,26.21,0.24,19.68,47.84
2014,12,2014.12.29,ав╩Й,2.4,5.1,4.683,0.099,3.9,1.137,3,0.049,5.7,7.1,13.3,402,14.5,4.4,3.5,25.68,0.03,5.82,27.16
2015,1,2015.01.06,ав╩Й,3.1,5,4.867,0.089,3.9,1.318,2.651,0.034,8.4,7.2,15.4,431,28.8,4.6,3.63,26.54,1.26,22.68,49.56
2015,1,2015.01.12,ав╩Й,3,5.3,5.715,0.103,4,1.863,3.217,0.032,8.8,6.9,12.7,388,28.1,4.5,3.49,25.63,0,6.95,33.01
2015,1,2015.01.19,ав╩Й,3.5,5.9,5.298,0.108,4.3,1.811,2.787,0.049,11.7,6.5,13.4,382,34.2,4.2,3.5,25.68,0.09,4.01,17.35
2015,1,2015.01.27,ав╩Й,3.6,5.7,5.458,0.069,4.2,1.598,2.898,0.009,11.6,7.2,15.1,372,57.6,5.1,3.46,25.47,0,5.09,28.56
2015,2,2015.02.03,ав╩Й,3.8,6.3,5.638,0.09,4.5,2.023,2.898,0.005,10.9,8.1,15.5,358,55.2,4.9,3.5,25.68,0.06,4.85,24.09
2015,2,2015.02.09,ав╩Й,4.6,6.7,6.167,0.1,5.2,2.29,2.913,0.008,11.9,6.7,16.5,375,74.6,4.5,3.51,25.75,0,5.22,20.32
2015,2,2015.02.16,ав╩Й,6,8.3,5.926,0.113,5.4,1.944,2.857,0.006,15.6,7.8,17.6,401,123.7,5.5,3.26,24.38,2.71,7.82,30.18
2015,2,2015.02.23,ав╩Й,5.7,7.5,6.407,0.1,5.6,2.627,2.974,0.006,15.4,7.3,14.7,413,82.3,6.2,3.5,25.68,0,5.29,23.38
2015,3,2015.03.03,ав╩Й,5.4,7.5,6.853,0.1,5.7,2.781,2.595,0.003,22.5,8,16.7,393,117.7,7,3.47,25.52,2.66,4.69,24.68
2015,3,2015.03.10,ав╩Й,6.4,8.4,5.959,0.109,5.8,2.182,2.615,0.004,25.1,8.3,15.5,374,120,7.3,3.23,24.22,0,4.24,23.26
2015,3,2015.03.17,ав╩Й,5,8.4,5.956,0.085,6,2.596,2.57,0.002,14.6,8.3,13.4,359,91.2,8,3.22,24.16,0,3.21,22.15
2015,3,2015.03.23,ав╩Й,4,7.8,6.167,0.081,5.8,2.817,2.508,0.012,10.6,8.1,12.5,399,46,10.8,3.21,24.11,0,6.42,29.3
2015,3,2015.03.31,ав╩Й,5.4,8.7,6.154,0.078,6.5,2.59,2.225,0.009,8.4,8.2,13.8,400,44.2,13.3,3.42,25.25,0.2,2.75,15.58
2015,4,2015.04.07,ав╩Й,4.6,7.3,5.912,0.14,5.8,2.608,1.739,0.057,12.3,7.2,6.6,364,21.4,13.6,3.66,26.74,0,32.65,71.57
2015,4,2015.04.13,ав╩Й,5.3,7.8,5.812,0.143,5.8,2.872,2.231,0.041,9.8,7.7,10.9,330,73.6,15.3,3.39,25.09,6.74,6.74,33.91
2015,4,2015.04.21,ав╩Й,4.8,7.1,4.043,0.089,5.2,1.423,1.607,0.029,9.6,7.3,7.7,300,47.8,15.1,3.23,24.22,0.08,7.97,21.42
2015,4,2015.04.28,ав╩Й,4.1,7.3,4.263,0.064,5.4,1.413,1.822,0.005,8,8.2,13.5,311,45.9,17.5,3.56,26.08,25.6,11.5,24.83
2015,5,2015.05.04,ав╩Й,4.4,7.5,2.891,0.118,4.6,1.031,1.332,0.068,9.6,6.9,5.5,230,29.2,18.9,3.55,26.01,0.04,14.78,43.04
2015,5,2015.05.11,ав╩Й,2.4,6.2,3.011,0.098,4.8,0.546,0.87,0.028,7.6,7.3,6.8,186,23.5,19.5,3.59,26.28,24.31,11.7,31.94
2015,5,2015.05.19,ав╩Й,1.8,6.2,3.607,0.087,4.9,1.375,1.62,0.056,6.7,7.1,6.5,236,6.3,20.6,3.53,25.88,0.03,6.33,26.85
2015,5,2015.05.26,ав╩Й,3.1,8.3,3.645,0.094,6.1,1.297,1.139,0.006,16.7,7.9,8.4,279,55.6,21.5,3.42,25.25,0,4.46,14.35
2015,6,2015.06.02,ав╩Й,4.1,8.7,3.917,0.09,6.2,1.535,1.3,0.007,13.7,7.7,6.8,318,50.7,23.3,3.66,26.74,0,20.38,41.47
2015,6,2015.06.08,ав╩Й,5.2,9.3,4.002,0.084,7,1.307,1.319,0.001,14,8,9.6,326,72.7,23.7,3.57,26.15,4.99,15.25,38.27
2015,6,2015.06.16,ав╩Й,3.4,8.6,3.9,0.091,6.8,1.418,1.437,0.019,11.3,7.2,6.9,326,40.5,24.3,3.59,26.28,0,19.82,58.73
2015,6,2015.06.23,ав╩Й,4.1,9.6,3.797,0.097,7.2,1.434,1.247,0.01,11.3,7.4,7.1,293,48.4,25.1,3.25,24.33,0,4.07,37.34
2015,6,2015.06.29,ав╩Й,2,7.8,3.657,0.115,6.4,1.365,1.334,0.061,6.4,6.8,4.2,266,12.6,24,3.3,24.6,0,5.65,34.9
2015,7,2015.07.06,ав╩Й,3.7,10.4,3.271,0.114,7.6,0.513,1.265,0.003,10.8,8.3,8.3,261,66.3,24.9,3.32,24.71,0,4.99,35.27
2015,7,2015.07.14,ав╩Й,2.5,7.2,2.671,0.174,5.1,0.659,1.452,0.093,21.8,6.7,6.3,139,9.5,23,3.83,27.86,0.06,46.56,110.63
2015,7,2015.07.20,ав╩Й,2.7,7.6,2.19,0.068,5.2,0.102,1.427,0.014,5.4,8.5,10.5,183,39.9,27.2,3.51,25.75,6.58,7.1,34.1
2015,7,2015.07.28,ав╩Й,3.3,5.6,3.732,0.131,5,1.004,1.335,0.061,6,7.5,7,255,14.1,27.7,3.38,25.03,8.22,3.42,35.05
2015,8,2015.08.03,ав╩Й,4.5,9,3.067,0.107,6.9,0.371,1.057,0.013,11.8,8.4,9.7,267,66.1,29.4,3.67,26.81,0,11.08,33.1
2015,8,2015.08.10,ав╩Й,4.3,8.8,2.635,0.156,7.6,0.37,0.932,0.049,11.7,8.6,8,278,40.9,30,3.51,25.75,0,13.19,43.38
2015,8,2015.08.17,ав╩Й,2.8,7.4,3.293,0.116,6,0.975,1.026,0.059,6.7,7.7,5.5,303,20.2,28.2,3.52,25.82,1.37,10.84,34.28
2015,8,2015.08.25,ав╩Й,1.9,6.2,4.076,0.185,5,1.332,1.008,0.11,5.7,7.1,5.7,273,17.2,26.2,3.52,25.82,16.39,14.55,35.14
2015,8,2015.08.31,ав╩Й,4.3,7.1,2.044,0.103,5.1,0.186,0.949,0.03,8.5,8.5,9.6,185,43.2,26.1,3.5,25.68,0,4.45,29.76
2015,9,2015.09.08,ав╩Й,2.7,6.4,2.725,0.141,5,0.687,1.013,0.071,8.4,7.1,6,257,22.1,25.4,3.53,25.88,0,15.84,49.41
2015,9,2015.09.14,ав╩Й,2.5,6.6,2.118,0.108,5.4,0.229,1.04,0.042,11.9,7.7,9,214,45.2,24.5,3.51,25.75,0.04,1.51,19.36
2015,9,2015.09.22,ав╩Й,2.5,6.3,2.724,0.086,4.8,0.544,1.233,0.023,8.9,7.4,7.8,243,34.8,23.6,3.54,25.95,0,4.32,22.71
2015,9,2015.09.30,ав╩Й,3.9,8.1,3.537,0.077,5.6,0.377,1.567,0.002,10.4,8.2,12.5,316,66.6,23.8,3.4,25.14,3.35,3.1,28.82
2015,10,2015.10.05,ав╩Й,3.4,5.9,4.186,0.179,4.6,1.195,1.549,0.109,9.3,7.1,6,232,7.1,20.8,3.5,25.68,0,6.54,29.52
2015,10,2015.10.12,ав╩Й,2.7,5.9,2.58,0.109,4.7,0.406,1.186,0.038,8.3,7.2,8.5,199,27.5,19.9,3.5,25.68,1.41,2.05,23.74
2015,10,2015.10.20,ав╩Й,3,6.3,2.163,0.056,4.7,0.171,1.224,0.002,8.7,7.8,10,225,43.6,19.4,3.52,25.82,0,2.59,12.3
2015,10,2015.10.26,ав╩Й,3.5,6.8,2.733,0.071,5.7,0.307,1.785,0.001,15.4,7.4,9.7,210,34.2,19.4,3.02,23.08,0,0.1,27.84
2015,11,2015.11.02,ав╩Й,3.9,6.8,3.729,0.058,6,0.539,2.889,0.002,6.1,7.6,10,331,54.7,16.6,3.49,25.63,0.27,1.62,16.31
2015,11,2015.11.09,ав╩Й,3.1,6.4,4.696,0.096,5.8,0.943,2.824,0.014,9.5,6.7,7.6,390,37.3,16,3.46,25.47,3.43,6.73,14.96
2015,11,2015.11.17,ав╩Й,3.1,5,5.013,0.12,5,1.323,1.425,0.073,4.4,6.9,6.5,392,18.4,15.2,3.61,26.41,0.1,21.19,52.48
2015,11,2015.11.24,ав╩Й,3.3,6.1,3.981,0.123,3.5,1.017,1.122,0.078,4.2,6.7,5.9,253,13.3,14.7,3.51,25.75,0.06,6.81,27.11
2015,12,2015.12.01,ав╩Й,3,6.1,3.816,0.102,2.9,0.766,1.573,0.059,5.2,7,8.6,244,22.2,11.4,3.51,25.75,0,8.91,35.76
2015,12,2015.12.07,ав╩Й,2.5,5.6,4.753,0.154,2.9,1.145,2.369,0.047,4.4,6.2,9.1,347,13.6,8.8,3.54,25.95,0,8.11,32.46
2015,12,2015.12.15,ав╩Й,2.7,5.6,4.699,0.17,3.4,0.809,3.036,0.07,10.3,6.9,9.8,315,16.3,9.3,3.51,25.75,0.82,9.23,36.68
2015,12,2015.12.21,ав╩Й,2.5,5.3,4.262,0.154,2.6,0.904,2.336,0.061,5,6.5,9.1,287,17,8.4,3.52,25.82,1.32,12.53,39.18
2015,12,2015.12.28,ав╩Й,2.8,5,4.423,0.118,2.8,0.576,3.182,0.025,8.8,7.4,13,295,45.6,7.1,3.49,25.63,0,8.61,31.1
2016,1,2016.01.04,ав╩Й,4.1,6.1,4.476,0.092,4.7,0.422,3.661,0.014,9.4,7.7,15.6,348,86.9,6.8,3.51,25.75,0,23.338,23.338
2016,1,2016.01.11,ав╩Й,3.6,6.4,4.52,0.092,6.1,0.42,3.361,0,10.8,8.1,14.2,345,114.7,5.8,3.48,25.575,0,20.703,23.488
2016,1,2016.01.18,ав╩Й,4.1,7.1,5.105,0.075,6.8,0.36,4.204,0.001,13.7,8,17,379,112.9,5.3,3.53,25.882,3.8457,22.312,20.022
2016,1,2016.01.28,ав╩Й,4.9,8.2,5.698,0.113,7.7,0.471,4.187,0,14.6,8.4,15.8,376,116.6,3.2,3.54,25.948,9.4872,29.833,25.522
2016,2,2016.02.02,ав╩Й,2.9,5.9,5.458,0.146,5.3,1.18,3.823,0.052,11.5,7.1,14.1,408,32.6,3.4,3.53,25.882,0,41.374,45.953
2016,2,2016.02.11,ав╩Й,4.4,6.6,4.486,0.136,6.8,0.746,3.068,0.039,9.8,7.8,14.4,352,66.8,4.9,3.46,25.467,0,26.805,29.322
2016,2,2016.02.15,ав╩Й,3.2,5.6,5.383,0.128,5.2,0.981,3.252,0.044,14.6,7.3,14.4,353,43.1,6,3.64,26.607,0.8294,60.251,64.83
2016,2,2016.02.22,ав╩Й,3.4,6,4.169,0.129,5.1,1.171,2.343,0.06,10.7,7.2,12.9,298,38.6,7.3,3.54,25.948,0,27.273,23.591
2016,2,2016.02.29,ав╩Й,5.3,6.8,4.043,0.111,5.5,0.652,2.608,0.016,17.1,7.4,13.9,285,75.1,6.9,3.57,26.146,1.2874,30.534,28.244
2016,3,2016.03.07,ав╩Й,5.5,7.2,6.055,0.176,6.2,1.835,2.961,0.038,22.3,7.1,11.1,364,27.4,10.5,3.69,26.937,0,101.083,107.189
2016,3,2016.03.14,ав╩Й,3,5.8,3.365,0.106,5.1,0.638,2.007,0.009,16.4,6.9,11.8,212,15.7,9.3,3.63,26.541,0.0025,40.832,42.358
2016,3,2016.03.21,ав╩Й,3,6.2,3.696,0.1,5.2,0.642,2.604,0.005,10.4,7,10.3,243,47.4,10.8,3.54,25.948,0,25.691,27.217
2016,3,2016.03.28,ав╩Й,5,7.3,4.008,0.075,5.3,0.431,2.842,0.001,13,7.8,13.3,280,87.6,11.3,3.52,25.816,0,21.952,23.478
2016,4,2016.04.04,ав╩Й,3.9,7,4.118,0.058,5.2,0.649,2.966,0.003,4.1,8.2,13.4,314,28.5,14.7,3.5,25.684,1.5107,15.814,17.34
2016,4,2016.04.11,ав╩Й,3,6.5,5.271,0.109,5.3,1.525,3.225,0.026,4.1,6.6,6.9,383,17.8,15.7,3.49,25.63,0,32.709,37.154
2016,4,2016.04.18,ав╩Й,3.7,6.2,3.434,0.115,5.2,0.87,1.994,0.04,12.4,6.6,6.5,277,16.6,16.9,3.58,26.212,0,100.126,97.836
2016,4,2016.04.25,ав╩Й,4.5,7.1,3.298,0.114,5,0.495,1.861,0.006,10.3,7.7,11.6,213,61.5,17.4,3.62,26.475,0,55.945,60.524
2016,5,2016.05.02,ав╩Й,3.1,6.6,2.612,0.109,5.9,0.29,1.512,0.015,13.4,7.2,9.5,162,32.9,18,3.53,25.882,16.0136,61.426,67.532
2016,5,2016.05.09,ав╩Й,3.9,6.6,2.356,0.099,4.9,0.293,1.334,0.028,11.5,7.3,10.1,173,59.7,18.7,3.55,26.014,0.1795,43.388,47.204
2016,5,2016.05.16,ав╩Й,5.2,7.5,2.916,0.081,5.2,0.266,2.162,0.013,10.1,8.4,13.3,233,84.7,21,3.62,26.475,5.7402,57.202,48.807
2016,5,2016.05.23,ав╩Й,3,7.2,2.994,0.092,5.6,0.22,2.068,0.017,7.9,8.6,10.6,243,13.6,24.5,3.49,25.63,0,29.854,32.01
2016,5,2016.05.30,ав╩Й,3.3,7.9,3.625,0.101,6.1,1.156,1.434,0.048,11,7.1,6.8,315,38.4,23.2,3.51,25.75,0,35.064,35.827
2016,6,2016.06.07,ав╩Й,3.1,8.5,3.903,0.116,6.8,1.152,1.454,0.031,12.6,7.3,9.8,301,45.5,23.8,3.6,26.343,0.887,52.565,54.855
2016,6,2016.06.13,ав╩Й,2.9,8.1,3.844,0.106,7,1.07,1.844,0.011,11,7.8,8.8,296,40,23.8,3.54,25.948,0,34.911,35.674
2016,6,2016.06.20,ав╩Й,4.3,8.8,3.376,0.099,6.9,0.736,1.468,0.003,10.4,7.8,6.4,293,45.5,24.9,3.62,26.475,17.7428,58.295,49.9
2016,6,2016.06.27,ав╩Й,2.7,7.5,3.889,0.16,6.4,1.67,1.458,0.103,10.4,6.8,6.6,240,9.5,24.5,3.52,25.816,0.0856,30.504,34.32
2016,7,2016.07.05,ав╩Й,3.3,6.5,2.221,0.177,5.7,0.253,1.216,0.065,24,6.2,7.4,113,2.8,21.8,3.64,26.607,18.674,217.571,206.257
2016,7,2016.07.11,ав╩Й,2.7,5.7,2.316,0.133,4.9,0.297,1.432,0.068,9.2,7.1,6.7,156,28.9,26.8,3.58,26.212,4.0443,63.933,70.039
2016,7,2016.07.18,ав╩Й,2.3,5.7,2.604,0.096,5.4,0.68,1.377,0.065,9.6,6.8,5.5,215,14.9,26.3,3.63,26.541,0,47.71,46.947
2016,7,2016.07.25,ав╩Й,1.8,6.5,2.812,0.119,5.2,0.668,1.554,0.062,7,7.7,5.4,243,19.8,27.3,3.56,26.08,0,33.17,35.46
2016,8,2016.08.01,ав╩Й,3.8,7.6,2.245,0.08,7.3,0.447,1.211,0.044,6.7,7.3,4.2,271,12.1,28.9,3.62,26.475,0,33.224,30.934
2016,8,2016.08.08,ав╩Й,2.8,7.4,2.807,0.088,5.9,0.977,1.109,0.063,6.9,7.8,4.5,308,11,29.7,3.76,27.398,6.319,63.366,57.26
2016,8,2016.08.16,ав╩Й,1.7,7.5,2.313,0.117,6.4,0.679,0.952,0.071,4.7,7.3,5,264,10.1,30.1,3.58,26.212,0,36.101,34.575
2016,8,2016.08.22,ав╩Й,2.8,9.3,2.335,0.141,7.5,0.656,0.74,0.091,7.7,7.2,5.6,276,16.9,30.4,3.54,25.948,0.0226,26.2,27.726
2016,8,2016.08.29,ав╩Й,3.1,9.2,2.939,0.213,6.7,1.165,0.874,0.121,11,6.8,4,298,24.4,27.9,3.55,26.014,0,41.697,48.566
2016,9,2016.09.05,ав╩Й,2.4,7.3,2.84,0.103,6.1,1.075,1.16,0.073,9.5,7.2,6.3,283,21.1,25.7,3.7,27.003,0.2782,68.276,56.065
2016,9,2016.09.12,ав╩Й,2.5,7.3,3.011,0.117,6.4,0.973,1.386,0.087,4.5,6.5,5.4,314,14.2,25.9,3.57,26.146,2.9716,47.516,49.806
2016,9,2016.09.20,ав╩Й,1.9,7,2.649,0.185,5,0.311,1.513,0.114,14.3,7,6.6,130,3,21.5,3.69,26.937,0.0447,84.958,68.57
2016,9,2016.09.26,ав╩Й,5.5,7.8,2.781,0.157,6.3,0.327,1.872,0.053,8,7.9,11.1,168,89.4,23.1,3.53,25.882,1.9578,33.825,32.299
2016,10,2016.10.04,ав╩Й,3.1,6.2,3.269,0.166,4.7,0.948,2.086,0.128,11.1,6.7,5.9,254,18.1,22.6,2.9,22.496,3.5527,85.169,141.148
2016,10,2016.10.10,ав╩Й,1.8,6.4,2.182,0.169,4.5,0.39,1.593,0.118,13.9,6.8,7.3,140,4.5,18.6,3.54,25.948,0,108.496,111.549
2016,10,2016.10.18,ав╩Й,4.2,5.8,3.426,0.198,4.3,0.82,1.985,0.096,17.4,6.5,9.5,205,7.8,18.3,3.55,26.014,0,105.311,105.311
2016,10,2016.10.24,ав╩Й,2.5,5.7,2.488,0.148,3.6,0.331,1.135,0.051,9,6.4,7.2,175,14.4,18.4,3.53,25.882,0.222,42.406,42.406
2016,11,2016.11.01,ав╩Й,3.5,5.5,3.423,0.09,4.1,0.479,1.386,0.011,13.1,7.1,8.6,262,34.7,15.9,3.51,25.75,0,35.474,39.29
2016,11,2016.11.07,ав╩Й,3.9,6.3,3.933,0.094,4,0.499,2.447,0.014,10.4,6.6,10.8,281,40.1,14.6,3.5,25.684,0.1768,29.163,29.926
2016,11,2016.11.14,ав╩Й,4,6.3,3.962,0.107,4.6,0.481,2.094,0.008,7.6,7.3,13.6,299,51.1,13.3,3.52,25.816,3.3221,31.254,31.254
2016,11,2016.11.21,ав╩Й,3,6.4,4.713,0.092,4.3,0.69,3.153,0.012,6,7,11,337,21.4,13,3.51,25.75,0.1088,32.677,34.203
2016,11,2016.11.28,ав╩Й,3.1,5.8,4.825,0.107,4.9,0.963,3.144,0.049,7.4,6.9,9.7,353,11.9,10.6,3.51,25.75,0,25.354,26.117
2016,12,2016.12.05,ав╩Й,2.8,5.8,4.701,0.097,4.9,1.024,3.019,0.044,7,6.7,9.4,347,22.8,8.9,3.52,25.816,0,22.833,22.833
2016,12,2016.12.12,ав╩Й,3.2,6.2,4.946,0.078,4.4,0.959,3.252,0.009,6.6,6.9,12.5,361,35.5,7.3,3.52,25.816,0.6972,23.987,23.224
2016,12,2016.12.19,ав╩Й,3.5,6,5.303,0.079,5.4,0.866,3.56,0.014,5.5,7.1,11.9,346,41.4,6.5,3.52,25.816,9.4378,33.118,31.592
2016,12,2016.12.26,ав╩Й,2.3,5.4,5.754,0.072,5,1.048,3.694,0,6.5,6.9,11.1,463,10.3,7,3.58,26.212,11.6985,42.843,39.79
2017,1,2017.01.02,ав╩Й,2.6,5.7,5.446,0.123,5.1,1.358,3.045,0.065,5.2,7.3,10.2,400,11,6.4,3.52,25.816,0,30.514,29.751
2017,1,2017.01.09,ав╩Й,3.6,6.9,4.389,0.117,5,0.667,2.794,0.013,13,6.6,13.5,332,63.9,6.3,3.52,25.816,0.1978,19.846,19.846
2017,1,2017.01.16,ав╩Й,3.3,6.8,4.562,0.081,4.8,0.845,3.126,0,10.1,6.9,14.3,341,59,4.9,3.5,25.684,0,20.898,20.898
2017,1,2017.01.24,ав╩Й,5,8.2,4.964,0.095,6.5,0.622,3.412,0.003,15.8,8.3,15.5,359,94.3,3.9,3.49,25.63,0.131,19.965,20.594
2017,1,2017.01.31,ав╩Й,5.1,11.2,5.311,0.105,7,0.395,2.499,0.004,18.7,7.4,13.8,370,124.7,3.9,3.52,25.816,0,21.275,22.038
2017,2,2017.02.06,ав╩Й,5,10.9,5.591,0.125,7.8,0.61,3.933,0.023,20.7,8,16.6,385,115.1,4.4,3.52,25.816,0.0574,19.135,16.35
2017,2,2017.02.13,ав╩Й,7.1,11.5,5.681,0.102,8.3,0.703,3.731,0.006,22.2,8,15.2,402,142.4,4.2,3.46,25.467,0,23.681,26.961
2017,2,2017.02.20,ав╩Й,6,9.2,6.147,0.104,7.1,1.306,3.749,0.01,21.7,7.2,15.7,443,61.8,5.9,3.52,25.816,0.6989,33.27,32.507
2017,2,2017.02.27,ав╩Й,6.9,11.8,6.829,0.111,7.3,2.228,3.532,0.008,21.4,7.6,14.1,467,73.6,6.8,3.69,26.937,0,40.424,31.266
2017,3,2017.03.06,ав╩Й,6.5,11.7,6.92,0.117,7.8,2.584,2.819,0.016,19.5,7.9,13.8,398,49.4,7.2,3.51,25.75,0,5.52,3.498
2017,3,2017.03.13,ав╩Й,5.1,9.1,4.596,0.065,6.2,1.25,2.383,0.005,12.9,8,15.7,393,22.9,8.8,3.53,25.882,0,21.267,18.348
2017,3,2017.03.20,ав╩Й,3.1,7.2,5.713,0.087,6.1,1.462,2.658,0.027,4.6,7.2,11.1,355,8.8,9.6,3.54,25.948,7.5479,19.03,17.504
2017,3,2017.03.27,ав╩Й,4.9,8.6,6.329,0.097,6.2,2.43,2.753,0.018,7.6,7.6,13.2,383,42.9,11.1,3.46,25.467,1.5949,7.029,6.4
2017,4,2017.04.03,ав╩Й,4.3,8.1,6.381,0.064,6.2,2.823,2.578,0.003,8,7.4,11.8,400,36.3,12,3.51,25.75,0,17.011,18.537
2017,4,2017.04.10,ав╩Й,4.6,9,5.697,0.092,7.3,2.852,2.294,0.027,6.3,6.9,10,387,40.8,15.5,3.52,25.816,0.1661,33.02,33.02
2017,4,2017.04.17,ав╩Й,7,11.2,5.649,0.138,8,2.168,2.106,0.03,10.3,6.9,12.5,351,112.2,17.5,3.46,25.467,10.6257,25.396,28.676
2017,4,2017.04.24,ав╩Й,4.8,8.6,4.328,0.08,6.4,1.473,1.753,0.002,10,7.1,9.1,293,55,16.8,3.49,25.63,0,17.594,18.223
2017,5,2017.05.08,ав╩Й,3.5,8,4.557,0.089,6.1,1.414,1.936,0.04,5.1,6.7,7.1,353,10.7,19.7,3.48,25.575,0,13.802,15.06
2017,5,2017.05.15,ав╩Й,3.7,9.4,4.806,0.087,6.9,1.688,1.933,0.029,5.7,7.5,8.6,376,30.2,19.8,3.49,25.63,0,12.416,12.416
2017,5,2017.05.22,ав╩Й,2.9,11.4,4.858,0.037,7.5,1.405,2.298,0.003,7.2,7.9,10.5,386,14.2,21.4,3.48,25.575,0,16.736,16.736
2017,5,2017.05.29,ав╩Й,3.7,12.6,5.093,0.065,9.4,1.553,2.153,0.006,10.2,7.6,11.2,401,25.7,21.8,3.53,25.882,0,19.541,18.015
2017,6,2017.06.05,ав╩Й,9.6,19.5,5.075,0.108,13.5,1.292,2.026,0.014,21.4,7.7,8.7,409,49.7,23.5,2.51,20.663,0.0149,22.642,22.642
2017,6,2017.06.12,ав╩Й,7.1,12.5,4.164,0.075,9.4,1.405,2.149,0.002,14.4,7.4,9.9,391,44.8,23.5,2.52,20.71,0,21.91,20.822
2017,6,2017.06.19,ав╩Й,3.3,12.6,3.69,0.063,8.8,0.926,1.479,0.003,6.3,7.2,8.4,354,25.5,24.3,2.51,20.663,0,13.186,13.73
2017,6,2017.06.26,ав╩Й,3.4,14.4,3.039,0.068,9.8,0.458,1.453,0.009,9.6,7.2,6.2,341,15.8,25.5,2.55,20.851,20.8794,90.94,87.675
2017,7,2017.07.03,ав╩Й,2.6,10.2,4.699,0.179,8.1,2.131,1.561,0.103,14.7,6.7,4.5,316,10.8,25.7,2.52,20.71,11.6713,41.838,42.382
2017,7,2017.07.10,ав╩Й,4.1,11.1,3.57,0.206,8.4,1.475,1.212,0.142,11.8,6.6,5.4,310,11.6,27.6,2.5,20.616,5.1065,35.664,36.208
2017,7,2017.07.17,ав╩Й,3.2,7.3,2.45,0.127,5.9,0.72,1.69,0.054,14.1,6.2,5.7,177,8.3,26.7,2.5,20.616,10.6665,46.434,46.978
2017,7,2017.07.24,ав╩Й,2.6,7,2.458,0.067,5.7,0.327,1.839,0.018,5.8,7.1,6.5,201,27,28.5,2.53,20.757,0,17.53,16.442
2017,8,2017.08.07,ав╩Й,5.9,12.5,2.303,0.108,9.1,0.411,1.157,0.027,14.4,8.1,10.9,232,33.5,30.5,2.53,20.757,0.0195,16.519,15.431
2017,8,2017.08.14,ав╩Й,4.9,11.4,2.232,0.157,7.9,0.798,0.759,0.087,21,6.6,6,233,31,28.5,2.65,21.321,46.9502,155.727,147.021
2017,8,2017.08.21,ав╩Й,3.3,8.2,2.293,0.114,6.4,0.61,1.079,0.059,15.1,6.6,5.8,209,12.3,26.6,2.54,20.804,63.5848,355.32,354.232
2017,8,2017.08.28,ав╩Й,3,8.8,2.645,0.156,6.9,0.25,1.816,0.088,14.5,6.7,6.5,138,7.1,25.5,2.48,20.521,0.0846,48.545,50.721
2017,9,2017.09.04,ав╩Й,6.9,12.9,2.587,0.234,8,0.157,1.416,0.041,20.9,7.9,11.6,191,66,25.6,2.6,21.086,0.0258,27.228,22.875
2017,9,2017.09.12,ав╩Й,2.6,7.4,2.198,0.206,5.4,0.29,1.15,0.106,36.8,6.6,6.9,148,10.6,22.5,2.5,20.616,0.031,202.143,200.511
2017,9,2017.09.18,ав╩Й,4.9,8.6,1.911,0.076,5.9,0.009,1.4,0.023,11.1,7.4,11.5,179,71,23.6,2.51,20.663,0,23.677,25.309
2017,9,2017.09.25,ав╩Й,5.2,11.3,2.214,0.072,6.2,0.025,1.402,0.015,10.9,7.8,11.3,236,52.3,23.9,2.52,20.71,0,20.804,20.26
2017,10,2017.10.10,ав╩Й,5.8,9,2.072,0.081,6.5,0.074,1.282,0.02,8.8,7.5,8.2,218,89.8,21,2.49,20.568,0,29.934,33.199
2017,10,2017.10.16,ав╩Й,3,6.3,2.89,0.102,4.9,0.703,1.63,0.005,14.1,6.8,7.1,266,13.2,19.3,2.58,20.992,0.031,24.003,20.738
2017,10,2017.10.23,ав╩Й,2.7,6.7,3.588,0.081,4.8,0.97,2.132,0.024,16.2,7.3,8.5,303,13.3,18.3,2.55,20.851,0,13.565,14.109
2017,10,2017.10.30,ав╩Й,3.6,7.1,3.881,0.058,6.3,0.961,2.211,0.009,15.5,7,10.8,346,23.9,16.9,2.51,20.663,0,17.329,19.505
2017,11,2017.11.06,ав╩Й,3.6,8.9,4.125,0.094,6.9,1.083,2.478,0.024,12.4,6.8,9.8,389,13.2,14.7,2.51,20.663,0,13.352,13.352
2017,11,2017.11.13,ав╩Й,3,7.7,4.496,0.099,5.8,1.054,2.739,0.017,15.3,7.6,8.4,368,9,13.5,2.33,19.816,0,27.106,37.444
2017,11,2017.11.20,ав╩Й,4.9,8.8,4.988,0.103,7.2,1.041,2.744,0.019,15.4,7.9,10.6,401,32.7,10.3,2,18.265,0,14.174,14.718
2017,11,2017.11.27,ав╩Й,3,7.8,5.578,0.077,6.2,1.411,2.969,0.015,14.5,7.5,11,460,11.1,8.5,1.51,16.259,0,15.171,16.118
2017,12,2017.12.04,ав╩Й,4,8.2,5.935,0.1,5.8,1.247,3.17,0.009,11.1,7,10.7,490,14.8,7.2,1.51,16.259,0.3381,13.585,13.585
