"구분","오염원","d15N","d18O","Kendall_Pass","KDE_Pass","center_d15N","center_d18O","delta_d15N","delta_d18O","vector_slope","Denit_Pass","Final_Decision"
"농업계","OF-8",17.2,1,FALSE,TRUE,1.85365591397849,9.15591397849462,15.3463440860215,-8.15591397849462,-0.531456478023556,FALSE,"Drop (Outlier)"
"농업계","OF-9",23.2,14.4,FALSE,TRUE,1.85365591397849,9.15591397849462,21.3463440860215,5.24408602150538,0.245666705285587,FALSE,"Drop (Outlier)"
"농업계","OF-10",21.7,3.5,FALSE,TRUE,1.85365591397849,9.15591397849462,19.8463440860215,-5.65591397849462,-0.284985181854137,FALSE,"Drop (Outlier)"
"농업계","OF-11",2.1,4.4,TRUE,TRUE,1.85365591397849,9.15591397849462,0.246344086021505,-4.75591397849462,-19.3059799214317,FALSE,"Pass (Approved)"
"농업계","OF-12",7.5,-4,FALSE,TRUE,1.85365591397849,9.15591397849462,5.64634408602151,-13.1559139784946,-2.32998800251376,FALSE,"Drop (Outlier)"
"농업계","OF-13",24.4,10.5,FALSE,TRUE,1.85365591397849,9.15591397849462,22.5463440860215,1.34408602150538,0.0596143665854321,FALSE,"Drop (Outlier)"
"농업계","OF-14",11.5,14.1,FALSE,TRUE,1.85365591397849,9.15591397849462,9.64634408602151,4.94408602150538,0.512534694742005,FALSE,"Drop (Outlier)"
"농업계","OF-15",24,7.6,FALSE,TRUE,1.85365591397849,9.15591397849462,22.1463440860215,-1.55591397849462,-0.070256019343468,FALSE,"Drop (Outlier)"
"농업계","OF-16",-1.2,4.4,TRUE,TRUE,1.85365591397849,9.15591397849462,-3.05365591397849,-4.75591397849462,1.55744920595796,FALSE,"Pass (Approved)"
"농업계","OF-17",12.2,5.4,FALSE,TRUE,1.85365591397849,9.15591397849462,10.3463440860215,-3.75591397849462,-0.363018467902017,FALSE,"Drop (Outlier)"
"농업계","OF-18",22.6,12.5,FALSE,TRUE,1.85365591397849,9.15591397849462,20.7463440860215,3.34408602150538,0.161189171819364,FALSE,"Drop (Outlier)"
"농업계","OF-19",17.7,5.8,FALSE,TRUE,1.85365591397849,9.15591397849462,15.8463440860215,-3.35591397849462,-0.2117784367345,FALSE,"Drop (Outlier)"
"농업계","OF-20",-1,-2.8,TRUE,TRUE,1.85365591397849,9.15591397849462,-2.85365591397849,-11.9559139784946,4.18968310787897,FALSE,"Pass (Approved)"
"농업계","OF-21",13,9.3,FALSE,TRUE,1.85365591397849,9.15591397849462,11.1463440860215,0.144086021505377,0.0129267516230791,FALSE,"Drop (Outlier)"
"농업계","OF-22",9.4,-4.5,FALSE,TRUE,1.85365591397849,9.15591397849462,7.54634408602151,-13.6559139784946,-1.80960658867785,FALSE,"Drop (Outlier)"
"농업계","OF-23",13.2,10,FALSE,TRUE,1.85365591397849,9.15591397849462,11.3463440860215,0.844086021505376,0.0743927748978876,FALSE,"Drop (Outlier)"
"농업계","OF-24",26.2,10.7,FALSE,TRUE,1.85365591397849,9.15591397849462,24.3463440860215,1.54408602150538,0.0634216790845372,FALSE,"Drop (Outlier)"
"농업계","OF-25",17.1,2.6,FALSE,TRUE,1.85365591397849,9.15591397849462,15.2463440860215,-6.55591397849462,-0.429999083157605,FALSE,"Drop (Outlier)"
"농업계","OF-26",13.2,3,FALSE,TRUE,1.85365591397849,9.15591397849462,11.3463440860215,-6.15591397849462,-0.542546033490964,FALSE,"Drop (Outlier)"
"농업계","OF-27",15.4,1,FALSE,TRUE,1.85365591397849,9.15591397849462,13.5463440860215,-8.15591397849462,-0.602074916058771,FALSE,"Drop (Outlier)"
"농업계","OF-28",22.9,6,FALSE,TRUE,1.85365591397849,9.15591397849462,21.0463440860215,-3.15591397849462,-0.14995069764115,FALSE,"Drop (Outlier)"
"농업계","OF-29",14.8,7,FALSE,TRUE,1.85365591397849,9.15591397849462,12.9463440860215,-2.15591397849462,-0.166526856089235,FALSE,"Drop (Outlier)"
"농업계","OF-30",12.1,4.5,FALSE,TRUE,1.85365591397849,9.15591397849462,10.2463440860215,-4.65591397849462,-0.45439758214312,FALSE,"Drop (Outlier)"
"농업계","PCF-1",8,19.4,FALSE,TRUE,1.85365591397849,9.15591397849462,6.14634408602151,10.2440860215054,1.66669582407586,FALSE,"Drop (Outlier)"
"농업계","PCF-2",10.2,11.7,FALSE,TRUE,1.85365591397849,9.15591397849462,8.3463440860215,2.54408602150538,0.304814418778423,FALSE,"Drop (Outlier)"
"농업계","PCF-3",2,19.4,TRUE,TRUE,1.85365591397849,9.15591397849462,0.146344086021505,10.2440860215054,70,FALSE,"Pass (Approved)"
"농업계","PCF-4",14.6,9.4,FALSE,TRUE,1.85365591397849,9.15591397849462,12.7463440860215,0.244086021505376,0.0191494925806261,FALSE,"Drop (Outlier)"
"농업계","PCF-5",17.8,17.7,FALSE,TRUE,1.85365591397849,9.15591397849462,15.9463440860215,8.54408602150538,0.535802186094497,FALSE,"Drop (Outlier)"
"농업계","PCF-6",15.4,11,FALSE,TRUE,1.85365591397849,9.15591397849462,13.5463440860215,1.84408602150538,0.136131638897929,FALSE,"Drop (Outlier)"
"농업계","PCF-7",13.2,18.3,FALSE,TRUE,1.85365591397849,9.15591397849462,11.3463440860215,9.14408602150538,0.805905933416097,FALSE,"Drop (Outlier)"
"농업계","PCF-8",7.6,19.6,FALSE,TRUE,1.85365591397849,9.15591397849462,5.74634408602151,10.4440860215054,1.81751838476076,FALSE,"Drop (Outlier)"
"농업계","PCF-9",0.7,10.6,TRUE,TRUE,1.85365591397849,9.15591397849462,-1.15365591397849,1.44408602150538,-1.25174759996272,FALSE,"Pass (Approved)"
"농업계","PCF-10",15.3,12.3,FALSE,TRUE,1.85365591397849,9.15591397849462,13.4463440860215,3.14408602150538,0.233824599563378,FALSE,"Drop (Outlier)"
"농업계","PCF-11",8.7,12.7,FALSE,TRUE,1.85365591397849,9.15591397849462,6.8463440860215,3.54408602150538,0.517661101600415,FALSE,"Drop (Outlier)"
"농업계","PCF-12",12.5,13.8,FALSE,TRUE,1.85365591397849,9.15591397849462,10.6463440860215,4.64408602150538,0.436214158022846,FALSE,"Drop (Outlier)"
"농업계","PCF-13",21.6,12.4,FALSE,TRUE,1.85365591397849,9.15591397849462,19.7463440860215,3.24408602150538,0.164287931344308,FALSE,"Drop (Outlier)"
"농업계","PCF-14",12,31,FALSE,FALSE,1.85365591397849,9.15591397849462,10.1463440860215,21.8440860215054,2.15290215237227,FALSE,"Drop (Outlier)"
"농업계","PCF-15",15.4,1.8,FALSE,TRUE,1.85365591397849,9.15591397849462,13.5463440860215,-7.35591397849462,-0.543018391662235,FALSE,"Drop (Outlier)"
"농업계","PCF-16",6.8,24.8,FALSE,TRUE,1.85365591397849,9.15591397849462,4.94634408602151,15.6440860215054,3.16275733136236,FALSE,"Drop (Outlier)"
"농업계","PCF-17",1.8,21.1,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.0536559139784947,11.9440860215054,-222.605210420842,FALSE,"Pass (Approved)"
"농업계","PCF-18",15.5,17.3,FALSE,TRUE,1.85365591397849,9.15591397849462,13.6463440860215,8.14408602150538,0.596796180000158,FALSE,"Drop (Outlier)"
"농업계","PCF-19",15.8,15,FALSE,TRUE,1.85365591397849,9.15591397849462,13.9463440860215,5.84408602150538,0.419040716725391,FALSE,"Drop (Outlier)"
"농업계","PCF-20",4.7,22.6,TRUE,TRUE,1.85365591397849,9.15591397849462,2.84634408602151,13.4440860215054,4.72328208227872,FALSE,"Pass (Approved)"
"농업계","PCF-21",6,18.6,TRUE,TRUE,1.85365591397849,9.15591397849462,4.14634408602151,9.44408602150538,2.27768989393429,FALSE,"Pass (Approved)"
"농업계","PCF-22",-1,20.3,TRUE,TRUE,1.85365591397849,9.15591397849462,-2.85365591397849,11.1440860215054,-3.90519612645541,FALSE,"Pass (Approved)"
"농업계","PCF-23",12.2,10.2,FALSE,TRUE,1.85365591397849,9.15591397849462,10.3463440860215,1.04408602150538,0.100913521996238,FALSE,"Drop (Outlier)"
"농업계","PCF-24",25.5,12.9,FALSE,TRUE,1.85365591397849,9.15591397849462,23.6463440860215,3.74408602150538,0.158336781698051,FALSE,"Drop (Outlier)"
"농업계","비료-1",2,18,TRUE,TRUE,1.85365591397849,9.15591397849462,0.146344086021505,8.84408602150538,60.4335047759001,FALSE,"Pass (Approved)"
"농업계","비료-2",4.3,19.5,TRUE,TRUE,1.85365591397849,9.15591397849462,2.44634408602151,10.3440860215054,4.22838556546965,FALSE,"Pass (Approved)"
"농업계","비료-3",-0.3,13.9,TRUE,TRUE,1.85365591397849,9.15591397849462,-2.15365591397849,4.74408602150538,-2.20280593139947,FALSE,"Pass (Approved)"
"농업계","비료-4",4.5,15.5,TRUE,TRUE,1.85365591397849,9.15591397849462,2.64634408602151,6.34408602150538,2.39730201942221,FALSE,"Pass (Approved)"
"농업계","비료-5",10.1,14.7,FALSE,TRUE,1.85365591397849,9.15591397849462,8.24634408602151,5.54408602150538,0.672308354304938,FALSE,"Drop (Outlier)"
"농업계","비료-6",2.3,11.4,TRUE,TRUE,1.85365591397849,9.15591397849462,0.446344086021505,2.24408602150538,5.02770416767044,FALSE,"Pass (Approved)"
"농업계","비료-7",4,13.4,TRUE,TRUE,1.85365591397849,9.15591397849462,2.14634408602151,4.24408602150538,1.9773558438956,FALSE,"Pass (Approved)"
"농업계","비료-8",-2.5,13.7,TRUE,TRUE,1.85365591397849,9.15591397849462,-4.35365591397849,4.54408602150538,-1.04374027513646,FALSE,"Pass (Approved)"
"농업계","비료-9",4.1,10.3,TRUE,TRUE,1.85365591397849,9.15591397849462,2.24634408602151,1.14408602150538,0.509310229285338,TRUE,"Pass (Approved)"
"농업계","비료-10",-2.6,11.2,TRUE,TRUE,1.85365591397849,9.15591397849462,-4.4536559139785,2.04408602150538,-0.458968106424587,FALSE,"Pass (Approved)"
"농업계","화학비료",-27.11,26.92,FALSE,FALSE,1.85365591397849,9.15591397849462,-28.9636559139785,17.7640860215054,-0.613323334397576,FALSE,"Drop (Outlier)"
"농업계","화학비료",-9.94,13.43,FALSE,TRUE,1.85365591397849,9.15591397849462,-11.7936559139785,4.27408602150538,-0.362405521466799,FALSE,"Drop (Outlier)"
"농업계","화학비료",-2.84,20.3,TRUE,TRUE,1.85365591397849,9.15591397849462,-4.69365591397849,11.1440860215054,-2.3742869579162,FALSE,"Pass (Approved)"
"농업계","화학비료",6.82,15.2,FALSE,TRUE,1.85365591397849,9.15591397849462,4.96634408602151,6.04408602150538,1.21700911511897,FALSE,"Drop (Outlier)"
"농업계","화학비료",-12.24,14.07,FALSE,TRUE,1.85365591397849,9.15591397849462,-14.0936559139785,4.91408602150538,-0.348673619641263,FALSE,"Drop (Outlier)"
"농업계","그레뉼요소",-25.59,13.49,FALSE,FALSE,1.85365591397849,9.15591397849462,-27.4436559139785,4.33408602150538,-0.157926700257811,FALSE,"Drop (Outlier)"
"농업계","어분골드",6.76,16.34,FALSE,TRUE,1.85365591397849,9.15591397849462,4.90634408602151,7.18408602150538,1.46424423064279,FALSE,"Drop (Outlier)"
"농업계","뿌리조은 황플러스",0.34,24.66,TRUE,TRUE,1.85365591397849,9.15591397849462,-1.51365591397849,15.5040860215054,-10.2428074163529,FALSE,"Pass (Approved)"
"농업계","슈퍼 오~래기",-17.55,13.36,FALSE,TRUE,1.85365591397849,9.15591397849462,-19.4036559139785,4.20408602150538,-0.216664634754563,FALSE,"Drop (Outlier)"
"농업계","복합비료(밭에 주로 사용)",-11.3,17.24,FALSE,TRUE,1.85365591397849,9.15591397849462,-13.1536559139785,8.08408602150537,-0.614588527659018,FALSE,"Drop (Outlier)"
"농업계","복합비료(논에 주로 사용)",0.63,10.72,TRUE,TRUE,1.85365591397849,9.15591397849462,-1.22365591397849,1.56408602150538,-1.27820738137083,FALSE,"Pass (Approved)"
"농업계","복합비료(논에 주로 사용)",-15.52,19.5,FALSE,TRUE,1.85365591397849,9.15591397849462,-17.3736559139785,10.3440860215054,-0.595389138171128,FALSE,"Drop (Outlier)"
"농업계","복합비료(밭에 주로 사용)",1.1,18.05,TRUE,TRUE,1.85365591397849,9.15591397849462,-0.753655913978495,8.89408602150538,-11.8012555286061,FALSE,"Pass (Approved)"
"생활계","하수처리장-1",21.9,13.2,TRUE,TRUE,13.7390476190476,3.63857142857143,8.16095238095238,9.56142857142857,1.171606955304,FALSE,"Pass (Approved)"
"생활계","하수처리장-2",14.4,9.2,TRUE,TRUE,13.7390476190476,3.63857142857143,0.660952380952381,5.56142857142857,8.414265129683,FALSE,"Pass (Approved)"
"생활계","하수처리장-3",4.2,11.2,FALSE,TRUE,13.7390476190476,3.63857142857143,-9.53904761904762,7.56142857142857,-0.792681709265176,FALSE,"Drop (Outlier)"
"생활계","하수처리장-4",11.5,11.2,TRUE,TRUE,13.7390476190476,3.63857142857143,-2.23904761904762,7.56142857142857,-3.37707358570821,FALSE,"Pass (Approved)"
"생활계","하수처리장-5",6.3,9.3,TRUE,TRUE,13.7390476190476,3.63857142857143,-7.43904761904762,5.66142857142857,-0.761042120087057,FALSE,"Pass (Approved)"
"생활계","하수처리장-6",15.4,9.8,TRUE,TRUE,13.7390476190476,3.63857142857143,1.66095238095238,6.16142857142857,3.7095756880734,FALSE,"Pass (Approved)"
"생활계","하수처리장-7",10.7,8,TRUE,TRUE,13.7390476190476,3.63857142857143,-3.03904761904762,4.36142857142857,-1.43513005327484,FALSE,"Pass (Approved)"
"생활계","하수처리장-8",14.3,10.6,TRUE,TRUE,13.7390476190476,3.63857142857143,0.560952380952381,6.96142857142857,12.4100169779287,FALSE,"Pass (Approved)"
"생활계","하수처리장-9",2.2,5.7,FALSE,TRUE,13.7390476190476,3.63857142857143,-11.5390476190476,2.06142857142857,-0.178648068669528,FALSE,"Drop (Outlier)"
"생활계","하수처리장-10",8.1,3.7,TRUE,TRUE,13.7390476190476,3.63857142857143,-5.63904761904762,0.0614285714285718,-0.0108934301638237,FALSE,"Pass (Approved)"
"생활계","하수처리장-11",14,5.9,TRUE,TRUE,13.7390476190476,3.63857142857143,0.26095238095238,2.26142857142857,8.66605839416061,FALSE,"Pass (Approved)"
"생활계","하수처리장-12",11.5,7.6,TRUE,TRUE,13.7390476190476,3.63857142857143,-2.23904761904762,3.96142857142857,-1.76924712888133,FALSE,"Pass (Approved)"
"생활계","하수처리장-13",14.4,5,TRUE,TRUE,13.7390476190476,3.63857142857143,0.660952380952381,1.36142857142857,2.05979827089337,FALSE,"Pass (Approved)"
"생활계","하수처리장-14",16.3,3.9,TRUE,TRUE,13.7390476190476,3.63857142857143,2.56095238095238,0.261428571428572,0.10208255857196,FALSE,"Pass (Approved)"
"생활계","하수처리장-15",11.2,3,TRUE,TRUE,13.7390476190476,3.63857142857143,-2.53904761904762,-0.638571428571428,0.251500375093773,FALSE,"Pass (Approved)"
"생활계","하수처리장-16",13.6,4.5,TRUE,TRUE,13.7390476190476,3.63857142857143,-0.13904761904762,0.861428571428572,-6.19520547945202,FALSE,"Pass (Approved)"
"생활계","하수처리장-17",10.1,5.1,TRUE,TRUE,13.7390476190476,3.63857142857143,-3.63904761904762,1.46142857142857,-0.401596440722324,FALSE,"Pass (Approved)"
"생활계","하수처리장-18",20.4,9.3,TRUE,TRUE,13.7390476190476,3.63857142857143,6.66095238095238,5.66142857142857,0.849942808121247,TRUE,"Pass (Approved)"
"생활계","하수처리장-19",12.7,14.7,TRUE,TRUE,13.7390476190476,3.63857142857143,-1.03904761904762,11.0614285714286,-10.6457378551787,FALSE,"Pass (Approved)"
"생활계","광주1 유입수",-1.45,16.88,FALSE,TRUE,13.7390476190476,3.63857142857143,-15.1890476190476,13.2414285714286,-0.871774775057215,FALSE,"Drop (Outlier)"
"생활계","광주1 방류수",12.22,4.62,TRUE,TRUE,13.7390476190476,3.63857142857143,-1.51904761904762,0.981428571428572,-0.646081504702195,FALSE,"Pass (Approved)"
"생활계","광주2 유입수",14.79,11.62,TRUE,TRUE,13.7390476190476,3.63857142857143,1.05095238095238,7.98142857142857,7.59447213411872,FALSE,"Pass (Approved)"
"생활계","광주2 방류수",12.85,4.52,TRUE,TRUE,13.7390476190476,3.63857142857143,-0.88904761904762,0.881428571428571,-0.99143010176754,FALSE,"Pass (Approved)"
"생활계","담양 유입수",1.59,10.19,FALSE,TRUE,13.7390476190476,3.63857142857143,-12.1490476190476,6.55142857142857,-0.539254497707051,FALSE,"Drop (Outlier)"
"생활계","담양 방류수",-2.63,1.39,FALSE,TRUE,13.7390476190476,3.63857142857143,-16.3690476190476,-2.24857142857143,0.137367272727273,FALSE,"Drop (Outlier)"
"생활계","장성 유입수",14.29,6.45,TRUE,TRUE,13.7390476190476,3.63857142857143,0.55095238095238,2.81142857142857,5.10285220397581,FALSE,"Pass (Approved)"
"생활계","장성 생활하수",6.31,8.55,TRUE,TRUE,13.7390476190476,3.63857142857143,-7.42904761904762,4.91142857142857,-0.66111146721364,FALSE,"Pass (Approved)"
"생활계","장성 방류수",13.29,2.47,TRUE,TRUE,13.7390476190476,3.63857142857143,-0.44904761904762,-1.16857142857143,2.60233297985153,FALSE,"Pass (Approved)"
"생활계","나주 유입수",29.74,-0.79,FALSE,FALSE,13.7390476190476,3.63857142857143,16.0009523809524,-4.42857142857143,-0.276769239926195,FALSE,"Drop (Outlier)"
"생활계","나주 매립지침출수",21.68,6.88,TRUE,TRUE,13.7390476190476,3.63857142857143,7.94095238095238,3.24142857142857,0.408191412808827,FALSE,"Pass (Approved)"
"생활계","나주 산단폐수",19.49,6.84,TRUE,TRUE,13.7390476190476,3.63857142857143,5.75095238095238,3.20142857142857,0.556677982942784,TRUE,"Pass (Approved)"
"생활계","나주 방류수",12.52,1.33,TRUE,TRUE,13.7390476190476,3.63857142857143,-1.21904761904762,-2.30857142857143,1.89375,FALSE,"Pass (Approved)"
"생활계","함평 유입수",-2.7,16.36,FALSE,TRUE,13.7390476190476,3.63857142857143,-16.4390476190476,12.7214285714286,-0.773854353745438,FALSE,"Drop (Outlier)"
"생활계","함평 방류수",20.52,6.5,TRUE,TRUE,13.7390476190476,3.63857142857143,6.78095238095238,2.86142857142857,0.421980337078652,FALSE,"Pass (Approved)"
"생활계","무안 유입수",6.17,-13.97,FALSE,FALSE,13.7390476190476,3.63857142857143,-7.56904761904762,-17.6085714285714,2.32639194715319,FALSE,"Drop (Outlier)"
"생활계","무안 방류수",33.58,12.91,FALSE,FALSE,13.7390476190476,3.63857142857143,19.8409523809524,9.27142857142857,0.467287476599626,FALSE,"Drop (Outlier)"
"생활계","증심사천 방류수",10.89,1.05,TRUE,TRUE,13.7390476190476,3.63857142857143,-2.84904761904762,-2.58857142857143,0.908574293832525,FALSE,"Pass (Approved)"
"생활계","신안천 방류수",19.19,4,TRUE,TRUE,13.7390476190476,3.63857142857143,5.45095238095238,0.361428571428572,0.0663055822486241,FALSE,"Pass (Approved)"
"생활계","신안천방류수",15.92,-0.37,TRUE,TRUE,13.7390476190476,3.63857142857143,2.18095238095238,-4.00857142857143,-1.83799126637555,FALSE,"Pass (Approved)"
"생활계","산포하수처리장 방류수",13.38,4.66,TRUE,TRUE,13.7390476190476,3.63857142857143,-0.359047619047619,1.02142857142857,-2.8448275862069,FALSE,"Pass (Approved)"
"생활계","내정마을방류수",7.56,-0.25,TRUE,TRUE,13.7390476190476,3.63857142857143,-6.17904761904762,-3.88857142857143,0.629315659679408,FALSE,"Pass (Approved)"
"생활계","화순천 하수처리장 방류수",20.5,5.45,TRUE,TRUE,13.7390476190476,3.63857142857143,6.76095238095238,1.81142857142857,0.267925059867587,FALSE,"Pass (Approved)"
"생활계","마을하수처리장 방류수",23.7,6.6,TRUE,TRUE,13.7390476190476,3.63857142857143,9.96095238095238,2.96142857142857,0.297303757529401,FALSE,"Pass (Approved)"
"생활계","화순천 하수처리장 방류수",12.15,-0.53,TRUE,TRUE,13.7390476190476,3.63857142857143,-1.58904761904762,-4.16857142857143,2.62331435421037,FALSE,"Pass (Approved)"
"생활계","안계하수처리장",4.57,0.2,FALSE,TRUE,13.7390476190476,3.63857142857143,-9.16904761904762,-3.43857142857143,0.375019475460919,FALSE,"Drop (Outlier)"
"생활계","양평하수처리장",-4.02,-14.8,FALSE,FALSE,13.7390476190476,3.63857142857143,-17.7590476190476,-18.4385714285714,1.0382635276452,FALSE,"Drop (Outlier)"
"생활계","하신하수처리장",7.66,1.41,TRUE,TRUE,13.7390476190476,3.63857142857143,-6.07904761904762,-2.22857142857143,0.366598778004073,FALSE,"Pass (Approved)"
"생활계","하신하수처리장",9.57,3.31,TRUE,TRUE,13.7390476190476,3.63857142857143,-4.16904761904762,-0.328571428571428,0.0788121073672187,FALSE,"Pass (Approved)"
"생활계","오수하수처리장",9.95,2.1,TRUE,TRUE,13.7390476190476,3.63857142857143,-3.78904761904762,-1.53857142857143,0.406057559381676,FALSE,"Pass (Approved)"
"생활계","오수하수처리장",19.28,-3.13,TRUE,TRUE,13.7390476190476,3.63857142857143,5.54095238095238,-6.76857142857143,-1.2215537985562,FALSE,"Pass (Approved)"
"생활계","현포하수처리장",0.67,1.64,FALSE,TRUE,13.7390476190476,3.63857142857143,-13.0690476190476,-1.99857142857143,0.152924029877938,FALSE,"Drop (Outlier)"
"생활계","남원 생태습지 방류수",11.04,-3.61,TRUE,TRUE,13.7390476190476,3.63857142857143,-2.69904761904762,-7.24857142857143,2.68560338743825,FALSE,"Pass (Approved)"
"생활계","남원하수처리장",10.83,-4.85,TRUE,TRUE,13.7390476190476,3.63857142857143,-2.90904761904762,-8.48857142857143,2.91798985103945,FALSE,"Pass (Approved)"
"생활계","웅정 하수처리장",6.49,-4.55,TRUE,TRUE,13.7390476190476,3.63857142857143,-7.24904761904762,-8.18857142857143,1.12960651645536,FALSE,"Pass (Approved)"
"생활계","화순읍 하수처리장 방류수",9.77,-1.17,TRUE,TRUE,13.7390476190476,3.63857142857143,-3.96904761904762,-4.80857142857143,1.21151769646071,FALSE,"Pass (Approved)"
"생활계","화순읍 하수처리장 방류수",11.48,0.36,TRUE,TRUE,13.7390476190476,3.63857142857143,-2.25904761904762,-3.27857142857143,1.45130691399663,FALSE,"Pass (Approved)"
"생활계","화순읍 하수처리장 방류수",9.83,-1.54,TRUE,TRUE,13.7390476190476,3.63857142857143,-3.90904761904762,-5.17857142857143,1.32476550127908,FALSE,"Pass (Approved)"
"생활계","화순읍 하수처리장 방류수",8.12,-0.73,TRUE,TRUE,13.7390476190476,3.63857142857143,-5.61904761904762,-4.36857142857143,0.777457627118644,FALSE,"Pass (Approved)"
"생활계","화순읍 하수처리장 방류수",8.98,-0.69,TRUE,TRUE,13.7390476190476,3.63857142857143,-4.75904761904762,-4.32857142857143,0.909545727436462,FALSE,"Pass (Approved)"
"생활계","화순읍 하수처리장 방류수",11.7,0.36,TRUE,TRUE,13.7390476190476,3.63857142857143,-2.03904761904762,-3.27857142857143,1.60789350770668,FALSE,"Pass (Approved)"
"생활계","화순읍 하수처리장 방류수",12.29,2.32,TRUE,TRUE,13.7390476190476,3.63857142857143,-1.44904761904762,-1.31857142857143,0.909957279000985,FALSE,"Pass (Approved)"
"생활계","화순읍 하수처리장 방류수",12.98,2.63,TRUE,TRUE,13.7390476190476,3.63857142857143,-0.759047619047619,-1.00857142857143,1.32873274780427,FALSE,"Pass (Approved)"
"생활계","화순읍 하수처리장 방류수",20.5,5.45,TRUE,TRUE,13.7390476190476,3.63857142857143,6.76095238095238,1.81142857142857,0.267925059867587,FALSE,"Pass (Approved)"
"생활계","화순읍 하수처리장 방류수",10.89,0.19,TRUE,TRUE,13.7390476190476,3.63857142857143,-2.84904761904762,-3.44857142857143,1.21042955039278,FALSE,"Pass (Approved)"
"생활계","화순읍 하수처리장 방류수",10.95,-2.96,TRUE,TRUE,13.7390476190476,3.63857142857143,-2.78904761904762,-6.59857142857143,2.365886972853,FALSE,"Pass (Approved)"
"생활계","도곡온천 하수처리장 방류수",21.7,4.57,TRUE,TRUE,13.7390476190476,3.63857142857143,7.96095238095238,0.931428571428572,0.116999641105395,FALSE,"Pass (Approved)"
"생활계","도곡온천 하수처리장 방류수",20.47,1.22,TRUE,TRUE,13.7390476190476,3.63857142857143,6.73095238095238,-2.41857142857143,-0.359320834807216,FALSE,"Pass (Approved)"
"생활계","산포 하수종말처리시설 방류수",13.38,4.66,TRUE,TRUE,13.7390476190476,3.63857142857143,-0.359047619047619,1.02142857142857,-2.8448275862069,FALSE,"Pass (Approved)"
"생활계","이양 마을하수처리시설 방류수",2.16,-3.58,FALSE,TRUE,13.7390476190476,3.63857142857143,-11.5790476190476,-7.21857142857143,0.623416680375062,FALSE,"Drop (Outlier)"
"생활계","이양 마을하수처리시설 방류수",20.62,0.06,TRUE,TRUE,13.7390476190476,3.63857142857143,6.88095238095238,-3.57857142857143,-0.520069204152249,FALSE,"Pass (Approved)"
"생활계","이양 마을하수처리시설 방류수",12.28,-1.7,TRUE,TRUE,13.7390476190476,3.63857142857143,-1.45904761904762,-5.33857142857143,3.65894255874673,FALSE,"Pass (Approved)"
"생활계","이양 마을하수처리시설 방류수",18.02,0.77,TRUE,TRUE,13.7390476190476,3.63857142857143,4.28095238095238,-2.86857142857143,-0.67007786429366,FALSE,"Pass (Approved)"
"생활계","이양 마을하수처리시설 방류수",23.7,6.6,TRUE,TRUE,13.7390476190476,3.63857142857143,9.96095238095238,2.96142857142857,0.297303757529401,FALSE,"Pass (Approved)"
"생활계","효천하수처리장 방류수",11.37,1.92,TRUE,TRUE,13.7390476190476,3.63857142857143,-2.36904761904762,-1.71857142857143,0.725427135678391,FALSE,"Pass (Approved)"
"생활계","효천하수처리장 방류수",11.83,0.92,TRUE,TRUE,13.7390476190476,3.63857142857143,-1.90904761904762,-2.71857142857143,1.42404589673235,FALSE,"Pass (Approved)"
"생활계","월곡마을하수처리장",2.12,7.97,FALSE,TRUE,13.7390476190476,3.63857142857143,-11.6190476190476,4.33142857142857,-0.372786885245902,FALSE,"Drop (Outlier)"
"생활계","효천하수처리장 방류수",11.83,0.92,TRUE,TRUE,13.7390476190476,3.63857142857143,-1.90904761904762,-2.71857142857143,1.42404589673235,FALSE,"Pass (Approved)"
"축산계","퇴비-1",13.4,24.8,FALSE,TRUE,17.8053333333333,5.711,-4.40533333333333,19.089,-4.33315677966102,FALSE,"Drop (Outlier)"
"축산계","퇴비-2",17.8,17.8,FALSE,TRUE,17.8053333333333,5.711,-0.00533333333333275,12.089,-2266.68750000025,FALSE,"Drop (Outlier)"
"축산계","퇴비-3",17.8,24.7,FALSE,TRUE,17.8053333333333,5.711,-0.00533333333333275,18.989,-3560.43750000039,FALSE,"Drop (Outlier)"
"축산계","퇴비-4",15.2,8,TRUE,TRUE,17.8053333333333,5.711,-2.60533333333333,2.289,-0.878582395087001,FALSE,"Pass (Approved)"
"축산계","퇴비-5",21.6,10.4,TRUE,TRUE,17.8053333333333,5.711,3.79466666666667,4.689,1.23568165846802,FALSE,"Pass (Approved)"
"축산계","퇴비-6",14.3,9.7,TRUE,TRUE,17.8053333333333,5.711,-3.50533333333333,3.989,-1.1379802206162,FALSE,"Pass (Approved)"
"축산계","퇴비-7",12.5,10.3,TRUE,TRUE,17.8053333333333,5.711,-5.30533333333333,4.589,-0.864978637848706,FALSE,"Pass (Approved)"
"축산계","퇴비-8",20.8,10.9,TRUE,TRUE,17.8053333333333,5.711,2.99466666666667,5.189,1.73274710596616,FALSE,"Pass (Approved)"
"축산계","퇴비-9",12.9,15.3,FALSE,TRUE,17.8053333333333,5.711,-4.90533333333333,9.589,-1.9548110899701,FALSE,"Drop (Outlier)"
"축산계","퇴비-10",11.5,16.6,FALSE,TRUE,17.8053333333333,5.711,-6.30533333333333,10.889,-1.72695072954113,FALSE,"Drop (Outlier)"
